id,neighbourhood,street,zipcode,smart_location,is_location_exact,property_type,room_type,accommodates,bedrooms,beds,Q1 2019 AVG,Q2 2019 AVG,Q3 2019 AVG,Q4 2019 AVG,Q1 2020 AVG,Q2 2020 AVG,Q3 2020 AVG
17556584,Phibsborough,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,4,2,2,129.00,129.00,129.00,129.00,129.00,129.00,99.66
17562361,Old City,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,2,1,1,60.00,60.00,60.00,60.00,60.00,60.00,60.00
17564236,Trinity College,Dublin; County Dublin; Ireland,D2,Dublin; Ireland,f,Apartment,Entire home/apt,6,2,2,205.00,205.00,150.00,150.00,150.00,28.33,0.00
17567312,Ballsbridge,Ballsbridge; County Dublin; Ireland,D04 VY15,Ballsbridge; Ireland,t,Apartment,Entire home/apt,2,1,1,98.00,98.00,98.00,98.00,98.00,98.00,98.00
17567424,Rathgar,Rathgar; County Dublin; Ireland,,Rathgar; Ireland,t,House,Private room,2,1,1,67.00,67.00,67.00,67.00,67.00,67.00,69.66
17568650,The Liberties,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,5,2,3,400.00,400.00,400.00,400.00,400.00,400.00,400.00
17570716,The Liberties,Dublin; County Dublin; Ireland,D08 T9H0,Dublin; Ireland,t,House,Private room,2,2,2,110.00,110.00,110.00,110.00,73.33,36.66,90.00
17571486,Trinity College,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,3,1,2,80.00,80.00,80.00,80.00,80.00,80.00,146.66
17571522,North City Central/O'Connell Street,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,4,1,2,53.33,0.00,0.00,0.00,0.00,0.00,0.00
17571602,,Tallaght; County Dublin; Ireland,D24 P2T2,Tallaght; Ireland,t,House,Private room,2,1,1,100.00,100.00,100.00,100.00,100.00,100.00,46.66
17573008,North City Central/O'Connell Street,Dublin; County Dublin; Ireland,D01KA44,Dublin; Ireland,f,Apartment,Private room,2,1,1,80.00,80.00,80.00,80.00,80.00,26.66,0.00
17574284,North City Central/O'Connell Street,Dublin 1; County Dublin; Ireland,D01 E167,Dublin 1; Ireland,t,Apartment,Entire home/apt,4,1,2,135.00,135.00,135.00,135.00,135.00,135.00,115.00
17578137,Ranelagh and Rathmines,Dublin; County Dublin; Ireland,D06 P968,Dublin; Ireland,f,Townhouse,Entire home/apt,4,2,2,155.00,155.00,155.00,155.00,155.00,155.00,0.00
17578264,Clontarf,Clontarf; County Dublin; Ireland,D03 N2R4,Clontarf; Ireland,t,House,Private room,3,1,2,80.00,80.00,80.00,80.00,80.00,80.00,80.00
17580683,Clondalkin,Lucan; County Dublin; Ireland,K78 P230,Lucan; Ireland,f,House,Private room,2,1,1,16.66,0.00,0.00,0.00,0.00,0.00,0.00
17581745,East Wall,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,House,Private room,2,1,1,175.00,58.33,0.00,0.00,0.00,0.00,0.00
17582171,Phibsborough,Dublin; County Dublin; Ireland,D01 EY00,Dublin; Ireland,t,Apartment,Entire home/apt,4,1,1,120.00,40.00,0.00,0.00,0.00,0.00,0.00
17582860,Rathgar,Rathmines; County Dublin; Ireland,,Rathmines; Ireland,f,House,Private room,2,1,1,90.00,90.00,90.00,60.00,0.00,0.00,0.00
17583292,Portobello,Dublin; County Dublin; Ireland,D08 W9H9,Dublin; Ireland,t,Apartment,Entire home/apt,4,2,2,149.00,149.00,49.66,0.00,0.00,0.00,0.00
17583550,North Strand,Dublin; County Dublin; Ireland,D03 RX21,Dublin; Ireland,t,House,Private room,2,1,1,120.00,120.00,120.00,120.00,120.00,120.00,120.00
17710194,Old City,Dublin; County Dublin; Ireland,D08 K2N9,Dublin; Ireland,t,Apartment,Private room,2,1,1,101.33,105.00,105.00,105.00,85.00,85.00,96.33
17584971,Stoneybatter/Arbour Hill,Dublin; County Dublin; Ireland,7.00,Dublin; Ireland,t,Apartment,Private room,1,,,200.00,200.00,200.00,200.00,200.00,200.00,166.66
17586391,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,4,2,2,248.00,248.00,82.66,82.66,248.00,165.33,0.00
17589038,Rialto,Dublin; County Dublin; Ireland,D08 Y2F8,Dublin; Ireland,f,Apartment,Private room,2,1,1,55.00,55.00,55.00,55.00,55.00,55.00,55.00
17589420,Rathgar,Rathmines; County Dublin; Ireland,D06 F6Y1,Rathmines; Ireland,t,House,Entire home/apt,6,2,2,225.00,225.00,225.00,150.00,0.00,0.00,0.00
17589768,,Tallaght; County Dublin; Ireland,,Tallaght; Ireland,f,Apartment,Private room,2,1,1,30.00,30.00,30.00,0.00,0.00,0.00,0.00
17590273,Stoneybatter/Arbour Hill,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,50.00,33.33,0.00,0.00,0.00,0.00,0.00
17590383,Smithfield,Dublin; County Dublin; Ireland,D07 T862,Dublin; Ireland,t,Apartment,Entire home/apt,3,1,2,120.00,120.00,120.00,120.00,120.00,120.00,120.00
17593252,Georgian Quarter,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Condominium,Entire home/apt,6,2,4,139.00,139.00,139.00,139.00,92.66,46.33,46.33
17597032,North City Central/O'Connell Street,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,150.00,150.00,150.00,150.00,150.00,150.00,150.00
17597039,Stoneybatter/Arbour Hill,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,4,1,1,115.00,115.00,115.00,115.00,115.00,115.00,119.66
17597886,,Dublin 1; County Dublin; Ireland,,Dublin 1; Ireland,f,Apartment,Private room,2,1,1,125.00,125.00,0.00,0.00,0.00,0.00,0.00
17600173,Temple Bar,Dublin; County Dublin; Ireland,D02 EP63,Dublin; Ireland,t,Apartment,Entire home/apt,2,1,1,110.00,110.00,0.00,0.00,0.00,0.00,0.00
17600852,The Liberties,Dublin; County Dublin; Ireland,D08 A319,Dublin; Ireland,t,Apartment,Private room,2,1,1,55.00,55.00,55.00,50.66,42.00,28.00,0.00
17601146,Stoneybatter/Arbour Hill,Dublin; County Dublin; Ireland,D07 T2Y3,Dublin; Ireland,t,House,Private room,2,1,1,40.00,40.00,40.00,40.00,40.00,40.00,42.00
17603387,The Liberties,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,3,1,1,133.00,44.33,44.33,0.00,0.00,0.00,0.00
17605506,Crumlin,Crumlin; County Dublin; Ireland,D12 V8E8,Crumlin; Ireland,f,House,Private room,2,1,1,30.00,30.00,30.00,30.00,30.00,30.00,30.00
17606462,Blackrock,Blackrock; County Dublin; Ireland,,Blackrock; Ireland,t,Condominium,Private room,2,1,1,48.00,16.00,0.00,0.00,0.00,0.00,0.00
17607779,The Liberties,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,4,2,3,59.00,59.00,59.00,59.00,59.00,59.00,65.00
17613499,Phibsborough,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,House,Private room,2,1,1,250.00,250.00,250.00,250.00,250.00,250.00,250.00
17613753,Smithfield,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Condominium,Entire home/apt,4,0,2,88.00,88.00,88.00,88.00,88.00,88.00,161.33
17613918,,Portmarnock; County Dublin; Ireland,D13 W024,Portmarnock; Ireland,t,House,Entire home/apt,6,4,5,200.00,200.00,200.00,200.00,225.00,225.00,225.00
17613939,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,60.00,0.00,0.00,0.00,0.00,0.00,0.00
17616236,East Wall,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,House,Private room,2,1,1,39.00,39.00,39.00,39.00,39.00,39.00,37.00
17616765,,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Loft,Entire home/apt,2,0,2,80.00,80.00,0.00,0.00,0.00,0.00,0.00
17618073,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,6,3,3,325.00,325.00,325.00,325.00,325.00,325.00,216.66
17618483,Castleknock,Castleknock; County Dublin; Ireland,D15 VHN4,Castleknock; Ireland,t,House,Private room,2,1,1,68.00,68.00,68.00,68.00,68.00,68.00,68.00
17619165,Rathgar,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,2,1,1,45.00,45.00,0.00,0.00,0.00,0.00,0.00
17620923,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,99.00,99.00,99.00,99.00,99.00,99.00,99.00
17620947,Ranelagh and Rathmines,Rathmines; County Dublin; Ireland,D06 VK10,Rathmines; Ireland,t,House,Entire home/apt,4,2,2,160.00,160.00,160.00,160.00,160.00,160.00,160.00
17621238,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,99.00,99.00,99.00,99.00,99.00,99.00,99.00
17623873,Stoneybatter/Arbour Hill,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,4,1,3,99.00,99.00,99.00,99.00,99.00,99.00,97.00
17629997,Phoenix Park and Surrounds,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,4,2,2,139.00,139.00,139.00,139.00,139.00,139.00,147.00
17630235,Phibsborough,Dublin; County Dublin; Ireland,D07 ED2F,Dublin; Ireland,t,House,Private room,2,1,1,55.00,55.00,55.00,55.00,55.00,55.00,55.66
17631742,Georgian Quarter,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,6,2,2,650.00,650.00,650.00,650.00,650.00,650.00,650.00
17637701,Trinity College,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,80.00,80.00,80.00,80.00,80.00,80.00,76.66
17638393,Old City,Dublin; County Dublin; Ireland,D08 CV6X,Dublin; Ireland,t,Apartment,Private room,2,1,1,99.00,99.00,99.00,99.00,99.00,99.00,99.00
17646024,Trinity College,Dublin; County Dublin; Ireland,D02 F206,Dublin; Ireland,t,Apartment,Private room,2,1,1,29.00,29.00,29.00,29.00,29.00,29.00,33.66
17646150,The Liberties,Dublin 8; County Dublin; Ireland,D08 PK22,Dublin 8; Ireland,t,Apartment,Entire home/apt,6,2,3,420.00,420.00,420.00,420.00,420.00,420.00,420.00
17647473,Trinity College,Dublin 2; Dublin; Ireland,D02 KX39,Dublin 2; Ireland,t,Apartment,Entire home/apt,8,2,5,450.00,300.00,150.00,0.00,0.00,0.00,0.00
17648114,The Liberties,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,House,Entire home/apt,7,3,4,286.00,286.00,286.00,286.00,286.00,286.00,179.00
17648754,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,2,1,1,153.33,160.00,160.00,160.00,160.00,160.00,53.33
17648997,Portobello,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,2,1,1,80.00,80.00,80.00,80.00,80.00,80.00,86.66
17649031,Beaumont,Dublin; County Dublin; Ireland,D09 XV10,Dublin; Ireland,t,Townhouse,Private room,4,1,3,40.00,40.00,40.00,40.00,40.00,40.00,42.66
17652531,Smithfield,Dublin; County Dublin; Ireland,D01 XV52,Dublin; Ireland,t,Apartment,Private room,4,1,2,49.00,49.00,49.00,49.00,32.66,0.00,0.00
17654280,Smithfield,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,57.00,57.00,57.00,57.00,19.00,0.00,0.00
17660950,Stoneybatter/Arbour Hill,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,House,Entire home/apt,5,3,3,200.00,200.00,200.00,200.00,200.00,200.00,200.00
17662306,Castleknock,Dublin; County Dublin; Ireland,D15 P2V6,Dublin; Ireland,t,House,Entire home/apt,8,4,5,175.00,175.00,175.00,175.00,175.00,175.00,175.00
17662376,North City Central/O'Connell Street,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,70.00,70.00,70.00,70.00,70.00,70.00,70.00
17663460,North City Central/O'Connell Street,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,4,0,1,66.66,90.00,30.00,0.00,0.00,0.00,0.00
17664652,Stoneybatter/Arbour Hill,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,79.00,79.00,26.33,0.00,0.00,0.00,0.00
17666241,Stoneybatter/Arbour Hill,Dublin; County Dublin; Ireland,D07 KP63,Dublin; Ireland,t,House,Private room,2,1,1,55.00,55.00,55.00,55.00,55.00,55.00,57.00
17666903,Kilmainham,Dublin; County Dublin; Ireland,D08 RHE3,Dublin; Ireland,t,Condominium,Private room,2,1,1,47.00,31.33,0.00,0.00,0.00,0.00,0.00
17669421,Dartry,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Condominium,Entire home/apt,3,1,1,52.00,52.00,52.00,52.00,52.00,52.00,50.66
17673363,Stoneybatter/Arbour Hill,Dublin; County Dublin; Ireland,D07 KP63,Dublin; Ireland,t,House,Private room,2,1,1,51.00,53.66,55.00,55.00,55.00,55.00,57.00
17675992,Phibsborough,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,4,1,3,120.00,120.00,120.00,120.00,120.00,120.00,120.00
17677191,Phibsborough,Dublin; County Dublin; Ireland,D07 F6ER,Dublin; Ireland,t,Apartment,Entire home/apt,3,1,2,500.00,500.00,500.00,500.00,500.00,500.00,276.66
17678426,Trinity College,Dublin 2; County Dublin; Ireland,D02 W274,Dublin 2; Ireland,t,Apartment,Private room,2,1,1,120.00,80.00,0.00,0.00,0.00,0.00,0.00
17679274,Phibsborough,Dublin; County Dublin; Ireland,D07 Y640,Dublin; Ireland,t,Apartment,Shared room,1,1,1,35.00,23.33,0.00,0.00,0.00,0.00,0.00
17682161,North City Central/O'Connell Street,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,2,1,1,65.00,65.00,65.00,65.00,65.00,65.00,71.66
17682372,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,4,2,2,149.00,149.00,149.00,149.00,149.00,149.00,116.33
17688615,Harold's Cross,Dublin; County Dublin; Ireland,D6W DY90,Dublin; Ireland,t,House,Entire home/apt,8,4,4,200.00,200.00,200.00,200.00,200.00,200.00,200.00
17689000,Old City,Dublin; County Dublin; Ireland,D08 P6KA,Dublin; Ireland,t,Apartment,Entire home/apt,2,1,1,92.00,92.00,92.00,92.00,92.00,92.00,79.66
17690036,Rathfarnham,Dublin; County Dublin; Ireland,D14 DT67,Dublin; Ireland,t,House,Private room,1,1,1,28.00,28.00,28.00,30.00,20.00,20.00,30.00
17691420,Dundrum,Goatstown; County Dublin; Ireland,D14 W820,Goatstown; Ireland,t,House,Entire home/apt,1,4,6,310.00,310.00,310.00,310.00,310.00,310.00,319.33
17692989,Phibsborough,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,6,3,6,180.00,180.00,180.00,180.00,180.00,180.00,202.66
17695713,North City Central/O'Connell Street,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,240.00,80.00,0.00,0.00,0.00,0.00,0.00
17698269,Artane,Dublin; County Dublin; Ireland,D09 C992,Dublin; Ireland,t,House,Private room,2,1,1,39.00,41.00,30.00,0.00,0.00,0.00,0.00
17698655,Stoneybatter/Arbour Hill,Dublin; County Dublin; Ireland,S7,Dublin; Ireland,f,Apartment,Shared room,1,1,1,150.00,150.00,150.00,150.00,150.00,150.00,150.00
17698717,The Liberties,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,4,0,2,86.00,86.00,86.00,86.00,86.00,86.00,95.33
17699094,Smithfield,Dublin; County Dublin; Ireland,7.00,Dublin; Ireland,t,Apartment,Private room,2,1,1,150.00,150.00,150.00,150.00,150.00,150.00,150.00
17699228,Stoneybatter/Arbour Hill,Dublin; County Dublin; Ireland,D07 R9T3,Dublin; Ireland,t,Townhouse,Entire home/apt,2,1,1,125.66,132.33,119.00,119.00,119.00,119.00,119.00
17699592,North City Central/O'Connell Street,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,1,,,50.00,0.00,0.00,0.00,0.00,0.00,0.00
17699901,Mount Merrion,Mount Merrion; County Dublin; Ireland,A94 Y6T4,Mount Merrion; Ireland,t,House,Entire home/apt,7,5,6,120.00,120.00,120.00,120.00,40.00,0.00,0.00
17700049,,Dublin 6; County Dublin; Ireland,,Dublin 6; Ireland,t,Apartment,Private room,1,1,1,250.00,250.00,250.00,250.00,250.00,250.00,250.00
17700067,Artane,Dublin; County Dublin; Ireland,D09 C992,Dublin; Ireland,t,House,Private room,2,1,1,39.00,39.00,26.00,0.00,0.00,0.00,0.00
17700089,The Liberties,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,House,Entire home/apt,8,3,4,400.00,400.00,400.00,400.00,400.00,400.00,300.00
17700290,The Liberties,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,House,Private room,1,1,1,24.00,24.00,24.00,24.00,24.00,24.00,24.00
17700535,North City Central/O'Connell Street,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,50.00,0.00,0.00,0.00,0.00,0.00,0.00
17700576,Artane,Dublin; County Dublin; Ireland,D09 C992,Dublin; Ireland,t,House,Private room,1,1,1,33.00,35.00,26.00,0.00,0.00,0.00,0.00
17706880,Temple Bar,Templebar; County Dublin; Ireland,,Templebar; Ireland,f,Apartment,Private room,2,1,1,150.00,250.00,250.00,250.00,250.00,250.00,250.00
17706892,Temple Bar,Dublin; County Dublin; Ireland,D08FC84,Dublin; Ireland,f,Apartment,Private room,2,1,1,250.00,250.00,250.00,250.00,250.00,250.00,225.33
17707064,Phibsborough,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,2,1,1,100.00,100.00,100.00,100.00,100.00,100.00,72.66
17707491,Rathgar,Terenure; County Dublin; Ireland,,Terenure; Ireland,t,Apartment,Private room,2,1,1,120.00,120.00,120.00,0.00,0.00,0.00,0.00
17709569,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,4,2,2,100.00,100.00,100.00,100.00,100.00,100.00,92.66
17712286,Ballsbridge,Ballsbridge; County Dublin; Ireland,0.00,Ballsbridge; Ireland,f,Apartment,Entire home/apt,4,2,2,70.00,70.00,70.00,70.00,70.00,70.00,70.00
17716053,Monkstown,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Bungalow,Entire home/apt,6,3,3,150.00,150.00,150.00,100.00,0.00,0.00,0.00
17716412,Monkstown,Blackrock; County Dublin; Ireland,A94 X079,Blackrock; Ireland,t,Apartment,Entire home/apt,6,1,1,100.00,100.00,100.00,100.00,100.00,100.00,133.33
17716776,,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,158.66,159.66,107.33,0.00,0.00,0.00,0.00
17717940,Drumcondra,Drumcondra; County Dublin; Ireland,D09 X2H0,Drumcondra; Ireland,t,House,Shared room,1,1,1,80.00,80.00,80.00,80.00,0.00,0.00,0.00
17723178,Trinity College,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,4,1,1,120.00,120.00,100.00,100.00,100.00,43.33,0.00
17727299,Docklands,Dublin ; Dublin; Ireland,Dublin2,Dublin ; Ireland,t,Apartment,Entire home/apt,2,1,1,115.66,116.33,118.00,79.00,0.00,0.00,0.00
17728101,Artane,Artane; County Dublin; Ireland,,Artane; Ireland,f,House,Private room,2,1,2,135.00,135.00,135.00,135.00,135.00,135.00,135.00
17728457,,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,House,Private room,2,1,1,45.00,14.33,27.66,23.33,11.66,11.66,13.00
17729933,Stoneybatter/Arbour Hill,Dublin; Co. Dublin; Ireland,Dublin 8,Dublin; Ireland,t,Apartment,Private room,2,0,1,71.00,75.00,75.00,25.00,0.00,0.00,0.00
17730621,Phibsborough,Dublin; County Dublin; Ireland,D07 V0C8,Dublin; Ireland,t,Apartment,Shared room,2,1,2,53.00,53.00,90.00,90.00,90.00,90.00,92.66
17732498,North City Central/O'Connell Street,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Shared room,1,1,1,25.00,25.00,25.00,25.00,25.00,25.00,25.00
17733185,Kilmainham,Dublin; County Dublin; Ireland,D8,Dublin; Ireland,f,Apartment,Private room,2,1,1,99.00,99.00,99.00,99.00,99.00,0.00,0.00
17740404,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,4,2,2,200.00,200.00,200.00,200.00,200.00,200.00,133.33
17741089,Trinity College,Dublin; County Dublin; Ireland,D02 A329,Dublin; Ireland,t,House,Private room,1,1,1,55.00,55.00,55.00,55.00,55.00,55.00,55.00
17742527,Temple Bar,Dublin; County Dublin; Ireland,D02 PY80,Dublin; Ireland,t,Apartment,Entire home/apt,3,1,1,85.00,85.00,85.00,85.00,85.00,85.00,80.33
17742592,The Liberties,Dublin; County Dublin; Ireland,D08 K1W9,Dublin; Ireland,t,Cabin,Entire home/apt,3,1,1,80.00,80.00,80.00,80.00,80.00,80.00,80.00
17743516,Docklands,Dublin; County Dublin; Ireland,D1,Dublin; Ireland,f,Apartment,Entire home/apt,4,2,2,119.00,119.00,39.66,79.33,39.66,39.66,39.66
17748097,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,1,1,1,27.00,27.00,27.00,27.00,27.00,27.00,35.00
17748558,Old City,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,2,1,1,150.00,150.00,150.00,150.00,150.00,116.33,47.33
17785066,Temple Bar,Dublin; County Dublin; Ireland,D02 T952,Dublin; Ireland,t,Apartment,Shared room,6,1,1,200.00,200.00,200.00,200.00,200.00,200.00,228.66
17787937,Old City,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,75.00,75.00,75.00,75.00,75.00,75.00,75.00
17789586,Kilmainham,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,4,1,2,75.00,75.00,75.00,75.00,75.00,75.00,91.66
17800624,,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,4,2,2,88.00,88.00,88.00,88.00,88.00,88.00,88.00
17803116,Raheny,Donaghmede; County Dublin; Ireland,D13 R9X3,Donaghmede; Ireland,t,House,Private room,2,1,1,90.00,90.00,90.00,90.00,90.00,90.00,90.00
17804094,Ringsend/Irishtown,Ringsend; County Dublin; Ireland,D04 A0D0,Ringsend; Ireland,f,Apartment,Private room,2,1,2,80.00,80.00,80.00,80.00,80.00,80.00,26.66
17806317,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,2,1,1,150.00,150.00,160.00,160.00,160.00,146.66,152.33
17810638,,Balbriggan; County Dublin; Ireland,K32 CD63,Balbriggan; Ireland,t,House,Private room,1,1,1,30.00,30.00,30.00,30.00,30.00,30.00,30.00
18817733,,Saggart; County Dublin; Ireland,,Saggart; Ireland,f,House,Private room,4,1,2,100.00,100.00,100.00,100.00,100.00,100.00,73.33
17810642,Cabra,Dublin; County Dublin; Ireland,D07 C1Y6,Dublin; Ireland,t,House,Private room,1,1,1,30.00,30.00,30.00,30.00,30.00,30.00,33.33
17810982,,Balbriggan; County Dublin; Ireland,K32 CD63,Balbriggan; Ireland,t,House,Private room,2,1,1,65.00,65.00,65.00,55.00,50.00,50.00,50.00
17811398,Docklands,Dublin; Ireland,D04PP63,Dublin; Ireland,f,Apartment,Private room,2,1,1,55.00,55.00,0.00,0.00,0.00,0.00,0.00
17812109,Smithfield,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,2,1,1,60.00,60.00,60.00,60.00,20.00,0.00,0.00
17818039,Donnybrook,Donnybrook; County Dublin; Ireland,D04 EW70,Donnybrook; Ireland,t,House,Entire home/apt,5,3,3,180.00,180.00,200.00,200.00,200.00,200.00,151.33
17819310,,Swords; County Dublin; Ireland,,Swords; Ireland,f,House,Private room,1,1,1,40.00,40.00,40.00,40.00,40.00,40.00,40.00
17828689,North City Central/O'Connell Street,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,4,1,1,66.66,90.00,60.00,0.00,0.00,0.00,0.00
17832916,Inchicore,Dublin; County Dublin; Ireland,D8,Dublin; Ireland,f,House,Private room,2,1,1,80.00,80.00,80.00,26.66,0.00,0.00,0.00
17835292,Donnybrook,Donnybrook; County Dublin; Ireland,,Donnybrook; Ireland,f,House,Entire home/apt,4,2,3,160.00,166.66,180.00,180.00,180.00,180.00,146.33
17836034,,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Private room,2,1,1,33.33,16.66,0.00,0.00,16.66,0.00,0.00
17837320,Portobello,Dublin; County Dublin; Ireland,D08 K6X0,Dublin; Ireland,f,Cottage,Entire home/apt,2,1,1,69.00,69.00,69.00,69.00,69.00,69.00,93.00
17838197,Artane,Artane; County Dublin; Ireland,D05 W2V0,Artane; Ireland,t,House,Private room,2,1,1,35.00,35.00,35.00,35.00,35.00,35.00,11.66
17843656,Clondalkin,Clondalkin; County Dublin; Ireland,D22 VF77,Clondalkin; Ireland,t,House,Entire home/apt,6,4,4,150.00,150.00,150.00,150.00,50.00,0.00,0.00
17852644,Kilmainham,Dublin; County Dublin; Ireland,D8,Dublin; Ireland,f,Apartment,Private room,2,1,1,25.00,25.00,25.00,25.00,25.00,25.00,25.00
17855780,Docklands,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,4,2,2,300.00,0.00,0.00,0.00,0.00,0.00,0.00
17857327,Ringsend/Irishtown,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,House,Entire home/apt,4,2,3,90.00,90.00,90.00,90.00,90.00,90.00,83.33
17859553,Smithfield,Dublin; County Dublin; Ireland,D07 Y1F6,Dublin; Ireland,t,House,Private room,2,1,1,29.00,29.00,29.00,29.00,29.00,29.00,29.00
17870583,The Liberties,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,Apartment,Entire home/apt,4,1,2,110.00,110.00,110.00,110.00,146.66,165.00,165.00
17870945,Drumcondra,Drumcondra; County Dublin; Ireland,D09 V1F2,Drumcondra; Ireland,t,House,Private room,2,1,1,48.00,48.00,32.00,0.00,0.00,0.00,0.00
17871605,Phibsborough,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Private room,2,1,1,51.00,51.00,51.00,51.00,51.00,51.00,51.00
17873553,Portobello,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Apartment,Entire home/apt,2,1,2,80.00,80.00,80.00,80.00,53.33,0.00,0.00
17875947,Crumlin,Dublin; County Dublin; Ireland,,Dublin; Ireland,f,House,Entire home/apt,5,3,3,155.00,155.00,155.00,155.00,155.00,155.00,116.00
17883348,,Lucan; County Dublin; Ireland,K78 X098,Lucan; Ireland,t,House,Private room,1,1,1,35.00,35.00,35.00,35.00,23.33,0.00,0.00
17883536,,Lucan; County Dublin; Ireland,K78 X098,Lucan; Ireland,t,House,Private room,3,2,2,80.00,80.00,80.00,75.00,56.66,0.00,0.00
17885408,Pelletstown,Dublin; County Dublin; Ireland,,Dublin; Ireland,t,Townhouse,Private room,5,3,3,69.00,69.00,69.00,69.00,69.00,69.00,70.33
